group, marker_id, image0, image1, dx, dy, d
img0, 0, img0_0.png, img0_1.png, 0.0, 0.0, 0.0
img0, 1, img0_0.png, img0_1.png, -0.051428571428571435, 0.0, 0.051428571428571435
img0, 2, img0_0.png, img0_1.png, -0.10285714285714287, 0.0, 0.10285714285714287
img0, 3, img0_0.png, img0_1.png, -0.20571428571428574, 0.0, 0.20571428571428574
img0, 4, img0_0.png, img0_1.png, -0.4114285714285715, 0.0, 0.4114285714285715
img0, 5, img0_0.png, img0_1.png, -0.8057142857142857, 0.0, 0.8057142857142857
img0, 6, img0_0.png, img0_1.png, -1.6114285714285714, 0.0, 1.6114285714285714
img0, 7, img0_0.png, img0_1.png, -3.222857142857143, 0.0, 3.222857142857143
img1, 0, img1_0.png, img1_1.png, 0.0, 0.0, 0.0
img1, 1, img1_0.png, img1_1.png, -0.05214421310750333, 0.0, 0.05214421310750333
img1, 2, img1_0.png, img1_1.png, -0.10428842621500665, 0.0, 0.10428842621500665
img1, 3, img1_0.png, img1_1.png, -0.2084185218505455, 0.0, 0.2084185218505455
img1, 4, img1_0.png, img1_1.png, -0.4168289427795169, 0.0, 0.4168289427795169
img1, 5, img1_0.png, img1_1.png, -0.8162517248205353, 0.017367057974905006, 0.816436459851716
img1, 6, img1_0.png, img1_1.png, -1.6152435443417275, 0.0, 1.6152435443417275
img1, 7, img1_0.png, img1_1.png, -3.2677040214035418, 0.0, 3.2677040214035418
img2, 0, img2_0.png, img2_1.png, 0.0, 0.0, 0.0
img2, 1, img2_0.png, img2_1.png, -0.0522727159932759, 0.0, 0.0522727159932759
img2, 2, img2_0.png, img2_1.png, -0.10449781171210164, 0.0, 0.10449781171210164
img2, 3, img2_0.png, img2_1.png, -0.20895045989017616, 0.0, 0.20895045989017616
img2, 4, img2_0.png, img2_1.png, -0.4179009197803523, 0.0, 0.4179009197803523
img2, 5, img2_0.png, img2_1.png, -0.8183893012365233, 0.0, 0.8183893012365233
img2, 6, img2_0.png, img2_1.png, -1.6357781145114922, 0.0, 1.6357781145114922
img2, 7, img2_0.png, img2_1.png, -3.256144666621912, 0.0, 3.256144666621912
img3, 0, img3_0.png, img3_1.png, 0.0, 0.0, 0.0
img3, 1, img3_0.png, img3_1.png, -0.05206874348174058, 0.0, 0.05206874348174058
img3, 2, img3_0.png, img3_1.png, -0.08684158777772497, 0.0, 0.08684158777772497
img3, 3, img3_0.png, img3_1.png, -0.2084314843831167, 0.0, 0.2084314843831167
